ProjectID|BuildingID|BedroomSize|MaxAllowableIncome|TotalUnits|MedianInitialLegalRent|HighInitialLegalRent|LowInitialLegalRent|MedianActualRent|HighActualRent|LowActualRent
48013|60013|3-BR|41%-50%|1|995|995|995|||
48013|60013|Studio|51%-60%|1|816|816|816|||
48013|60014|1-BR|51%-60%|9|877|877|877|||
48013|60014|2-BR|51%-60%|10|1062|1062|1062|||
48013|60014|2-BR|Super|1||||||
48013|59349|1-BR|51%-60%|3|877|877|877|||
48013|59349|2-BR|51%-60%|1|1062|1062|1062|||
48013|60061|1-BR|51%-60%|1|877|877|877|||
48013|60061|2-BR|51%-60%|1|1062|1062|1062|||
48013|60061|3-BR|41%-50%|13|995|995|995|||
48013|60061|3-BR|51%-60%|1|995|995|995|||
48013|60061|3-BR|Super|1||||||
49391|945214|1-BR|31%-40%|7|1288|1288|1288|645|645|645
49391|945214|1-BR|41%-50%|42|1288|1288|1288|806|806|806
49391|945214|1-BR|Non-Restricted|197||||||
49391|945214|2-BR|31%-40%|2|1546|1546|1546|774|774|774
49391|945214|2-BR|41%-50%|8|1546|1546|1546|967|967|967
49391|945214|2-BR|Non-Restricted|41||||||
49391|945214|3-BR|Super|1||||||
49391|945214|Studio|31%-40%|3|1202|1202|1202|602|602|
49391|945214|Studio|41%-50%|13|1202|1202|1202||752|
49391|945214|Studio|Non-Restricted|61||||||
48929|949024|1-BR|31%-40%|6|1288|1288|1202|645|645|645
48929|949024|1-BR|41%-50%|31|1288|1288|1288|806|806|806
48929|949024|1-BR|Non-Restricted|151||||4665|4665|3287
48929|949024|2-BR|31%-40%|3|1546|1546|1546|774|774|774
48929|949024|2-BR|41%-50%|15|1546|1546|1288|967|967|967
48929|949024|2-BR|Non-Restricted|71||||6761|6761|4665
48929|949024|Studio|31%-40%|3|1202|1202|1202|602|602|602
48929|949024|Studio|41%-50%|17|1202|1202|1202|752|752|752
48929|949024|Studio|Non-Restricted|78||||3287|4665|3287
49026|85641|1-BR|111%-120%|15||||1091|1378|900
49026|85641|2-BR|111%-120%|9||||1298|1492|1018
49026|85641|Studio|111%-120%|1||||650|650|650
48621|120994|1-BR|41%-50%|2||||||
48621|120994|1-BR|51%-60%|4||||||
48621|120994|1-BR|Super|1||||||
48621|120994|2-BR|41%-50%|13||||||
48621|120994|2-BR|51%-60%|17||||||
48621|120994|2-BR|71%-80%|3||||||
48621|120999|1-BR|41%-50%|7||||||
48621|120999|1-BR|51%-60%|1||||||
48621|120999|1-BR|71%-80%|4||||||
48621|120999|2-BR|41%-50%|3||||||
48621|120999|2-BR|51%-60%|5||||||
48621|120999|2-BR|71%-80%|1||||||
48621|100201|2-BR|51%-60%|1||||||
48621|100201|3-BR|51%-60%|1||||||
48621|100201|3-BR|71%-80%|2||||||
48543|10700|1-BR|71%-80%|1||||||
48543|10700|2-BR|71%-80%|26||||||
48543|10700|3-BR|71%-80%|5||||||
48543|10700|Studio|71%-80%|1||||||
48510|52792|2-BR|41%-50%|4||||229|312|158
48510|52792|2-BR|51%-60%|12||||445|1022|130
48510|52792|2-BR|Non-Restricted|3||||1015|1015|1015
48510|52792|2-BR|Super|1||||||
48510|52792|3-BR|Non-Restricted|1||||1169|1169|1169
48510|65086|2-BR|41%-50%|1||||837|837|837
48510|65086|2-BR|51%-60%|1||||1022|1022|1022
48510|65086|2-BR|Super|1||||||
48510|65086|3-BR|41%-50%|2||||963|963|963
48510|65086|3-BR|51%-60%|3||||1174|1174|1174
48510|65086|3-BR|Non-Restricted|1||||1169|1169|1169
48510|45442|1-BR|41%-50%|1||||209|209|209
48510|45442|1-BR|Super|1||||||
48510|45442|2-BR|51%-60%|1||||1022|1022|1022
48510|45442|3-BR|41%-50%|2||||963|963|963
48510|45442|3-BR|51%-60%|4||||1174|1174|1174
48510|120933|1-BR|41%-50%|3||||207|506|150
48510|120933|1-BR|51%-60%|5||||228|520|207
48510|120933|1-BR|Super|1||||||
47850|63568|2-BR|111%-120%|10|1434|1491|1082|1434|1491|1082
47850|63567|2-BR|111%-120%|10|1217|1434|520|1217|1434|520
47850|63567|2-BR|Super|1||||||
47767|70285|1-BR|71%-80%|4|900|900|900|||
47767|70285|1-BR|Super|1||||||
47767|70285|2-BR|71%-80%|2|1125|1125|1125|||
47767|70287|1-BR|71%-80%|5|900|900|900|||
47767|70287|2-BR|71%-80%|2|1125|1125|1125|||
47767|70671|1-BR|71%-80%|1|900|900|900|||
47767|70671|2-BR|71%-80%|5|1125|1125|1125|||
47767|49424|1-BR|71%-80%|2|800|900|700|||
47767|49424|2-BR|71%-80%|8|850|1000|850|885|900|870
47767|49424|Studio|71%-80%|5|500|500|500|||
47767|49429|2-BR|71%-80%|9|850|1125|850|||
47767|49429|2-BR|Super|1||||||
47767|49429|3-BR|71%-80%|9|1000|1000|1000|1300|1300|1300
47914|76119|1-BR|81%-90%|29|933|933|933|770|3732|622
47914|76119|2-BR|81%-90%|13|1120|1120|1120|774|1120|774
49909|498639|2-BR|111%-120%|1||||||
45852|934040|1-BR|121%-130%|5||||||
45852|934040|1-BR|151%-160%|37||||||
45852|934040|1-BR|Non-Restricted|4||||||
45852|934040|2-BR|121%-130%|3||||||
45852|934040|2-BR|151%-160%|32||||||
45852|934040|2-BR|Non-Restricted|3||||||
45852|934040|2-BR|Super|1||||||
45852|934040|Studio|121%-130%|9||||||
45852|934040|Studio|151%-160%|22||||||
45852|934040|Studio|Non-Restricted|1||||||
45862|19873|1-BR||3|897|897|675|||
45862|19873|2-BR||5|822|822|822|||
45862|7982|2-BR|Super|1||||||
45862|7982|2-BR||12|822|1178|822|||
45862|7982|3-BR||10|946|946|946|||
45863|185926|1-BR||23|850|850|850|||
45863|185926|2-BR|Super|1||||||
45863|185926|2-BR||11|1100|1100|1100|||
45872|46461|1-BR|111%-120%|47||||538|686|123
45872|46461|2-BR|111%-120%|17||||531|773|444
45872|46461|3-BR|111%-120%|1||||636|636|636
45872|115803|1-BR|111%-120%|24||||466.5|690|250
45872|115803|2-BR|111%-120%|50||||665.5|1807|57
45872|115803|3-BR|111%-120%|42||||791|1331|311
45872|115803|4-BR|111%-120%|4||||699.5|713|686
45872|60294|1-BR|111%-120%|2||||966.5|995|938
45872|60294|2-BR|111%-120%|34||||1167|1676|545
45872|60294|3-BR|111%-120%|12||||1329|1720|1278
45872|110178|1-BR|111%-120%|5||||||
45872|110178|2-BR|111%-120%|16||||||
45872|110178|3-BR|111%-120%|6||||||
45872|58941|1-BR|111%-120%|6||||||
45872|58941|2-BR|111%-120%|18||||||
45872|58941|3-BR|111%-120%|11||||||
45872|58941|4-BR|111%-120%|2||||||
45872|62715|1-BR|111%-120%|2||||883|884|882
45872|62715|2-BR|111%-120%|34||||1123|1495|1025
45872|62715|3-BR|111%-120%|11||||1317|1440|1251
45872|62715|4-BR|111%-120%|1||||||
45872|91414|1-BR|111%-120%|12||||589.5|978|249
45872|91414|2-BR|111%-120%|42||||652.5|1348|189
45872|91414|3-BR|111%-120%|28||||660|1399|103
45872|91414|4-BR|111%-120%|8||||1314|1367|698
45884|950092|1-BR|31%-40%|15||||540|540|540
45884|950092|1-BR|41%-50%|27||||689|689|689
45884|950092|2-BR|31%-40%|3||||658|658|658
45884|950092|2-BR|41%-50%|5||||836|836|836
45884|950092|2-BR|Super|1||||||
45887|117126|1-BR|111%-120%|24||||843|1022|743
45887|117126|2-BR|111%-120%|25||||840|967|678
45889|66409|1-BR|111%-120%|12||||795|832|521
45889|66409|2-BR|111%-120%|12||||721.5|937|606
45889|66409|3-BR|111%-120%|8||||830|945|756
45889|117118|2-BR|111%-120%|2||||1122|1144|1100
45889|117118|3-BR|111%-120%|20||||1030.5|1456|598
45890|65171|1-BR|111%-120%|58||||754|928|630
45890|65171|2-BR|111%-120%|22||||977|1255|701
45890|65171|Studio|111%-120%|4||||472|499|446
45894|3389|1-BR|111%-120%|10||||490|490|490
45894|3389|2-BR|111%-120%|16||||630|630|630
45894|3389|5-BR|111%-120%|10||||1190|2200|1190
45894|3389|Studio|111%-120%|2||||350|350|350
45894|803864|1-BR|111%-120%|4||||625.5|761|490
45894|803864|5-BR|111%-120%|20||||1190|1190|1190
45902|810143|2-BR||11||||893|1018|800
45902|810125|2-BR||9||||906.5|987|821
45902|810123|2-BR||12||||820.5|1068|768
45902|810124|1-BR||3||||751|759|743
45902|810124|3-BR||3||||911|1020|897
45902|810124|Studio||6||||694|780|464
45902|368730|1-BR||3||||793.5|845|742
45902|368730|Studio||3||||502|547|372
45924|373816|1-BR|111%-120%|15||||2396|2396|2396
45924|373816|2-BR|111%-120%|16||||2396|2396|2396
45924|373816|3-BR|111%-120%|3||||2396|2396|2396
45924|373821|1-BR|111%-120%|13||||2396|2396|2396
45924|373821|2-BR|111%-120%|16||||2396|2396|2396
45924|373821|3-BR|111%-120%|3||||2396|2396|2396
45924|373827|1-BR|111%-120%|14||||2396|2396|2396
45924|373827|2-BR|111%-120%|17||||2396|2396|2396
45924|373827|3-BR|111%-120%|3||||2396|2396|2396
44254|927951|1-BR|131%-140%|11||||2042|2042|2042
44254|927951|1-BR|161%-170%|40||||2509|2509|2509
44254|927951|1-BR|31%-40%|2||||533|533|533
44254|927951|1-BR|41%-50%|12||||689|689|689
44254|927951|2-BR|131%-140%|57||||2460|2460|2460
44254|927951|2-BR|161%-170%|65||||3020|3020|3020
44254|927951|2-BR|31%-40%|5||||648|648|648
44254|927951|2-BR|41%-50%|25||||835|835|835
44254|927951|3-BR|131%-140%|22||||2836|2836|2836
44254|927951|3-BR|161%-170%|21||||3483|3483|3483
44254|927951|3-BR|31%-40%|2||||743|743|743
44254|927951|3-BR|41%-50%|9||||958|958|958
44254|927951|Studio|161%-170%|21||||1997|1997|1997
44254|927951|Studio|31%-40%|1||||494|494|494
44254|927951|Studio|41%-50%|4||||640|640|640
44254|948422|1-BR|131%-140%|32||||2042|2042|2042
44254|948422|1-BR|161%-170%|2||||2509|2509|2509
44254|948422|1-BR|31%-40%|2||||1187|1187|1187
44254|948422|1-BR|41%-50%|7||||1187|1187|1187
44254|948422|2-BR|131%-140%|8||||2460|2460|2460
44254|948422|2-BR|31%-40%|1||||1433|1433|1433
44254|948422|2-BR|41%-50%|1||||1433|1433|1433
44254|948422|Studio|131%-140%|86||||1623|1623|1623
44254|948422|Studio|161%-170%|65||||1997|1997|1997
44254|948422|Studio|31%-40%|6||||939|939|939
44254|948422|Studio|41%-50%|32||||939|939|939
44254|948422|Studio|Super|1||||||
44254|926998|1-BR|161%-170%|1|2509|2509|2509|2509|2509|2509
44254|926998|1-BR|31%-40%|10|1187|1187|1187|533|533|533
44254|926998|1-BR|41%-50%|52|1187|1187|1187|689|689|689
44254|926998|1-BR|Non-restricted|206||||4040|4930|3450
44254|926998|2-BR|31%-40%|3|1433|1433|1433|648|648|648
44254|926998|2-BR|41%-50%|17|1433|1433|1433|835|835|835
44254|926998|2-BR|Non-restricted|60||||6325|7600|5600
44254|926998|2-BR|SUPER|1||||||
44254|926998|3-BR|31%-40%|1|1650|1650|1650|743|743|743
44254|926998|3-BR|41%-50%|5|1650|1650|1650|958|958|958
44254|926998|3-BR|Non-restricted|20||||9650|10200|8600
44254|926998|Studio|161%-170%|1|1997|1997|1997|1997|1997|1997
44254|926998|Studio|31%-40%|8|939|939|939|494|494|494
44254|926998|Studio|41%-50%|45|939|939|939|640|640|640
44254|926998|Studio|Non-restricted|190||||3145|3400|2538
44254|926998||Non-restricted|78||||4450|10600|2970
50568|514177|3-BR|111%-120%|1||||||
48254|316613|1-BR|151%-160%|4|1950|1950|1950|||
48254|316613|1-BR|71%-80%|3|790|790|790|||
48254|316613|2-BR|151%-160%|2|2250|2250|2250|||
48254|316613|2-BR|71%-80%|3|956|956|956|||
48254|316613|3-BR|71%-80%|5|1100|1100|1100|||
48254|316613|4-BR|71%-80%|1|1232|1232|1232|||
44303|927939|1-BR|41%-50%|46||||||
44303|927939|Studio|41%-50%|4||||||
49058|64797|1-BR|51%-60%|17||||||
49058|64797|2-BR|51%-60%|48||||||
49058|64797|3-BR|51%-60%|3||||||
48639|945946|Studio|41%-50%|94||||||
48639|945946|Studio|51%-60%|60||||||
48639|945946|Studio|Super|1||||||
49575|945947|1-BR|51%-60%|24|812|812|812|||
49575|945947|2-BR|51%-60%|28|988|988|988|||
49575|945947|2-BR|Super|1||||||
49575|945947|3-BR|51%-60%|4|1134|1134|1134|||
49575|945947|Studio|51%-60%|8|755|755|755|||
48678|125023|1-BR|51%-60%|1||||||
48678|125023|2-BR|51%-60%|4||||||
48678|125023|3-BR|51%-60%|2||||||
48678|940965|2-BR|51%-60%|3||||||
48678|58930|3-BR|51%-60%|4||||||
48678|58944|2-BR|51%-60%|8||||||
48678|58944|2-BR|Super|1||||||
48678|58944|Studio|51%-60%|1||||||
48678|88544|1-BR|51%-60%|5||||||
48678|88544|2-BR|51%-60%|2||||||
48678|88544|3-BR|51%-60%|1||||||
48676|42815|2-BR|151%-160%|1||||||
48676|42815|2-BR|51%-60%|2||||||
48676|42815|3-BR|151%-160%|8||||||
48676|42815|3-BR|51%-60%|9||||||
48676|42813|1-BR|51%-60%|10||||||
48676|42813|2-BR|161%-170%|1||||||
48676|42813|2-BR|51%-60%|4||||||
48676|42818|1-BR|51%-60%|1||||||
48676|42818|2-BR|161%-170%|2||||||
48676|42818|2-BR|51%-60%|13||||||
48676|42818|3-BR|151%-160%|1||||||
48676|42818|3-BR|51%-60%|3||||||
47880|37823|2-BR|51%-60%|5||||708|735|703
47880|37823|3-BR|51%-60%|5||||795|1210|795
47880|37823|Studio|51%-60%|3||||708|940|643
47880|805824|1-BR|51%-60%|2||||694.5|765|624
47880|805824|2-BR|51%-60%|8||||815.5|1112|708
47880|805825|2-BR|51%-60%|8||||711|981|697
47880|805825|3-BR|51%-60%|1||||795|795|795
47880|37761|1-BR|51%-60%|1||||888|888|888
47880|37761|2-BR|51%-60%|8||||710|959|690
47880|37761|Studio|51%-60%|1||||623|623|623
46061|936478|1-BR|41%-50%|44|1173|1173|1173|||
46061|936478|1-BR|51%-60%|17|1173|1173|1173|||
46061|936478|2-BR|51%-60%|18|1416|1416|1416|||
46061|936478|Studio|31%-40%|10|949|949|949|||
46061|936478|Studio|41%-50%|25|929|929|929|||
47844|63058|5-BR||10||||||
47844|44886|1-BR||5||||||
47844|44886|Studio||9||||||
47844|44886|||1||||||
48683|18986|2-BR|51%-60%|21||||682|872|177
48683|18986|2-BR|71%-80%|10||||1009.5|1263|875
48683|18986|3-BR|51%-60%|2||||648|676|620
48683|18986|3-BR|71%-80%|3||||962|1135|935
48683|18990|2-BR|51%-60%|22||||767|853|202
48683|18990|2-BR|71%-80%|7||||995|1099|920
48683|18990|3-BR|51%-60%|5||||502|763|177
48886|66855|1-BR|111%-120%|6||||786|886|462
48886|66855|2-BR|111%-120%|12|750.5|1030|518|714.5|1023|140
48886|66855|3-BR|111%-120%|8|673|673|673|835.5|1125|553
48886|66882|2-BR|111%-120%|1||||667|667|667
48886|66882|4-BR|111%-120%|10|1317|1750|884|688.5|1352|102
48886|67110|1-BR|111%-120%|9|697.5|747|549|700|877|162
48886|67110|2-BR|111%-120%|4|790.5|840|741|727|765|529
48886|67110|Studio|111%-120%|1||||528|528|528
48886|117124|3-BR|111%-120%|10|658|658|658|896|1090|423
48886|117122|3-BR|111%-120%|8|740.5|827|654|750|1122|315
48886|117114|2-BR|111%-120%|11|1057|1057|1057|834|1190|452
48886|51243|1-BR|111%-120%|8|852|1019|668|675|700|162
48886|51243|2-BR|111%-120%|4||||819.5|1065|644
48886|51243|3-BR|111%-120%|3|1027|1027|1027|736|1122|57
48886|51243|4-BR|111%-120%|1||||594|594|594
48886|51243|Studio|111%-120%|1||||740|740|740
48886|51243|||4||||1600|2100|975
48809|392929|1-BR|0%-30%|2||||||
48809|392929|2-BR|0%-30%|10||||||
48809|392929|2-BR|31%-40%|3||||||
48809|392929|2-BR|41%-50%|1||||||
48760|45408|1-BR|111%-120%|11|489|1100|489|489|1100|489
48760|45408|2-BR|111%-120%|7|627|629|599|627|629|599
48760|45408|3-BR|111%-120%|3|768|838|768|768|838|768
48760|45408|Studio|111%-120%|1|349|349|349|349|349|349
47862|112023|1-BR|111%-120%|23||||571|999|571
47862|112023|2-BR|111%-120%|5||||734|734|734
47862|112023|Studio|111%-120%|9||||766|894|367
48909|947309|1-BR|51%-60%|90|1309|1309|1309|1309|1309|1309
48909|947309|2-BR|51%-60%|11|1507|1507|1507|1507|1507|1507
44807|930774|1-BR|151%-160%|30|2415|2415|2415|1294|1294|1294
44807|930774|1-BR|31%-40%|3|547|547|547|516|516|516
44807|930774|1-BR|41%-50%|11|703|703|703|640|640|640
44807|930774|1-BR|81%-90%|27|1325|1325|1325|1294|1294|1294
44807|930774|2-BR|151%-160%|10|2910|2910|2910|1565|1565|1565
44807|930774|2-BR|41%-50%|5|855|855|855|774|774|774
44807|930774|2-BR|81%-90%|6|1602|1602|1602|1565|1565|1565
44807|930774|Studio|151%-160%|3|1919|1919|1919|1012|1019|1012
44807|930774|Studio|41%-50%|1|549|549|549|500|500|500
44807|930774|Studio|81%-90%|4|1047|1325|1047|1012|1294|1012
44249|927160|1-BR|31%-40%|2|533|533|533|||
44249|927160|1-BR|51%-60%|6|845|845|845|||
44249|927160|2-BR|31%-40%|2|651|651|651|||
44249|927160|2-BR|51%-60%|10|1024|1024|1024|||
45280|935092|1-BR|31%-40%|14|533|533|533|||
45280|935092|1-BR|51%-60%|33|844|844|844|||
45280|935092|2-BR|31%-40%|4|648|648|648|||
45280|935092|2-BR|51%-60%|56|1022|1022|1022|||
45280|935092|3-BR|31%-40%|1|743|743|743|||
45280|935092|3-BR|51%-60%|5|1175|1175|1175|||
45280|935092|Studio|31%-40%|10|494|494|494|||
45280|935092|Studio|51%-60%|18|785|785|785|||
45675|934659|1-BR|51%-60%|1||||||
45675|934659|Studio|51%-60%|56|1135|1135|1135|886|886|886
49481|946226|1-BR|Super|1||||||
49481|946226|Studio|41%-50%|7||||||
49481|946226|Studio|51%-60%|55||||||
48746|353050|2-BR|71%-80%|4||||||
48746|353050|2-BR|91%-100%|4||||||
48746|353050|3-BR|71%-80%|5||||||
48746|353050|3-BR|91%-100%|3||||||
47652|939802|1-BR|41%-50%|59||||||
47652|939802|1-BR|51%-60%|6||||||
47652|939802|2-BR|Super|1||||||
49067|64306|1-BR|111%-120%|4||||440|900|440
49067|64306|2-BR|111%-120%|31||||545|1300|448
49067|64306|3-BR|111%-120%|5||||650|1650|647
49067|64306|Studio|111%-120%|4||||334|900|334
50602|808434|Studio|51%-60%|75|1202|1202|1202|1202|1202|1202
50602|331239|Studio|51%-60%|76|1699|1699|1699|1250|1250|1250
50602|231421|Studio|51%-60%|54|1480|1480|1480|1250|1250|1250
50414|66368|1-BR|51%-60%|19|1659|1659|1659|1106|1106|1106
50414|66368|2-BR|51%-60%|15|2009|2009|2009|1339|1339|1339
50414|66368|3-BR|51%-60%|7|2435|2435|2435|1623|1623|1623
50414|66368|4-BR|51%-60%|1|2925|2925|2925|1950|1950|1950
50414|118564|1-BR|51%-60%|5|1659|1659|1659|1106|1106|1106
50414|118564|2-BR|51%-60%|12|2009|2009|2009|1339|1339|1339
50414|118564|3-BR|51%-60%|15|2435|2435|2435|1623|1623|1623
50414|118564|4-BR|51%-60%|6|2925|2925|2925|1950|1950|1950
50414|66360|1-BR|51%-60%|1|1631|1631|1631|1087|1087|1087
50414|66360|2-BR|51%-60%|28|1919|1919|1919|1279|1279|1279
50414|66360|3-BR|51%-60%|25|2447|2447|2447|1631|1631|1631
50414|118550|1-BR|51%-60%|6|1631|1631|1631|1087|1087|1087
50414|118550|2-BR|51%-60%|13|1919|1919|1919|1279|1279|1279
50414|118550|3-BR|51%-60%|26|2447|2447|2447|1631|1631|1631
50414|66361|1-BR|51%-60%|5|1631|1631|1631|1087|1087|1087
50414|66361|2-BR|51%-60%|19|1919|1919|1919|1279|1279|1279
50414|66361|3-BR|51%-60%|10|2447|2447|2447|1631|1631|1631
50414|66363|1-BR|51%-60%|1|1631|1631|1631|1087|1087|1087
50414|66363|2-BR|51%-60%|39|1919|1919|1919|1279|1279|1279
50414|118563|2-BR|51%-60%|2|2009|2009|2009|1339|1339|1339
50414|118563|3-BR|51%-60%|13|2435|2435|2435|1623|1623|1623
50414|118563|4-BR|51%-60%|5|2925|2925|2925|1950|1950|1950
49931|306590||111%-120%|2||||||
44812|928895|1-BR|51%-60%|15|1135|1387|1135|||
44812|928895|2-BR|41%-50%|2|801|801|801|||
44812|928895|2-BR|51%-60%|36|1236|1543|979|||
44812|928895|2-BR|Super|1||||||
44812|928895|Studio|51%-60%|5|1049|1283|1049|||
49248|937485|1-BR|0%-30%|3|1280|1280|1280|283|283|283
49248|937485|1-BR|41%-50%|3|1280|1280|1280|699|699|699
49248|937485|1-BR|51%-60%|4|851|851|851|851|851|851
49248|937485|2-BR|0%-30%|6|1526|1526|1526|499|499|499
49248|937485|2-BR|41%-50%|5|1526|1526|1526|849|849|849
49248|937485|2-BR|51%-60%|6|1032|1032|1032|1032|1032|1032
49248|937485|2-BR|Super|1||||||
49248|937485|3-BR|41%-50%|2|1977|1977|1977|972|972|972
49248|937485|3-BR|51%-60%|9|1186|1186|1186|1186|1186|1186
47967|79712|1-BR|111%-120%|4||||833.5|1003|815
47967|79712|2-BR|111%-120%|16||||840.5|1056|304
47967|79712|3-BR|111%-120%|20||||1019.5|1268|368
47967|79714|1-BR|111%-120%|4||||829.5|930|736
47967|79714|2-BR|111%-120%|16||||819|1043|546
47967|79714|3-BR|111%-120%|20||||1043|1477|565
89|47748|1-BR|51%-60%|42||||185|542|90
89|47748|Studio|51%-60%|38||||176|1395|61
61|374984|1-BR||5||||||
61|374984|2-BR||10||||||
61|374984|3-BR||4||||||
61|374984|Studio||2||||||
43129|940244|1-BR|101%-110%|5||||||
43129|940244|1-BR|121%-130%|24||||||
43129|940244|1-BR|161%-170%|15||||||
43129|940244|1-BR|171%-180%|7||||||
43129|940244|1-BR|71%-80%|2||||||
43129|940244|2-BR|101%-110%|4||||||
43129|940244|2-BR|121%-130%|7||||||
43129|940244|2-BR|161%-170%|22||||||
43129|940244|2-BR|171%-180%|20||||||
43129|940244|2-BR|71%-80%|2||||||
43129|940244|2-BR|Super|1||||||
43129|940244|Studio|101%-110%|3||||||
43129|940244|Studio|121%-130%|4||||||
43129|940244|Studio|71%-80%|7||||||
43214|921730|1-BR|51%-60%|4||||646.5|745|564
43214|921709|1-BR|51%-60%|5||||638.5|892|601
43214|921709|2-BR|51%-60%|5||||818|1303|725
43214|921728|1-BR|51%-60%|4||||600|1002|289
43214|921728|2-BR|51%-60%|5||||831|1384|741
43214|921728|Studio|51%-60%|1||||529|529|529
43214|921726|1-BR|51%-60%|5||||607|700|481
43214|921726|2-BR|51%-60%|5||||734|1116|685
43214|921725|1-BR|51%-60%|12||||673|1244|120
43214|921725|2-BR|51%-60%|11||||753|1211|651
43214|921725|2-BR|Super|1||||||
43214|921727|1-BR|51%-60%|6||||618.5|1350|303
43214|921727|2-BR|51%-60%|16||||706|1280|303
43214|921727|2-BR|Super|1||||||
43214|921714|2-BR|51%-60%|10||||766|1145|518
43214|921724|2-BR|51%-60%|11||||698|1236|308
43791|924768|1-BR||7|666|810|283|||
43791|924768|2-BR||22|976|1441|400|||
43791|924768|Studio||11|758|1190|623|||
43791|924768||Super|1||||||
44894|929413|1-BR|31%-40%|4|1135|1135|1135|564|564|564
44894|929413|1-BR|41%-50%|20|1135|1135|1135|720|720|720
44894|929413|2-BR|31%-40%|2|1371|1371|1371|688|688|688
44894|929413|2-BR|41%-50%|9|1371|1371|1371|874|874|874
44894|929413|Studio|31%-40%|1|898|898|898|524|524|524
44894|929413|Studio|41%-50%|6|898|1135|898|669|720|669
125|109774|1-BR|51%-60%|6|1530|1530|1530|1275|1275|1275
125|109774|2-BR|51%-60%|17|1752|1752|1752|1460|1460|1460
125|109774|3-BR|51%-60%|15|2130|2130|2130|1775|1775|1775
125|109774|4-BR|51%-60%|5|2340|2340|2340|1950|1950|1950
125|109774|5-BR|51%-60%|1|2340|2340|2340|1950|1950|1950
125|806947|1-BR|51%-60%|14|1530|1530|1530|1275|1412|1275
125|806947|2-BR|51%-60%|10|1752|1752|1752|1460|1460|1460
125|806947|3-BR|51%-60%|12|2130|2130|2130|1775|1775|1775
125|79220|1-BR|51%-60%|6|1530|1530|1530|1275|1275|1275
125|79220|2-BR|51%-60%|25|1752|1752|1752|1460|1617|1460
125|79220|2-BR|Super|1||||||
125|79220|3-BR|51%-60%|17|2130|2130|2130|1775|1775|1775
125|806679|1-BR|51%-60%|14|1530|1530|1530|1275|1275|1275
125|806679|2-BR|51%-60%|13|1752|1752|1752|1460|1460|1460
125|806679|3-BR|51%-60%|12|2130|2130|2130|1775|1775|1775
125|806679|4-BR|51%-60%|1|2340|2340|2340|1950|1950|1950
125|64661|2-BR|51%-60%|5|1752|1752|1752|1460|1460|1460
125|64661|3-BR|51%-60%|8|2130|2130|2130|1775|1775|1775
125|110199|1-BR|51%-60%|9|1530|1530|1530|1275|1275|1275
125|110199|2-BR|51%-60%|14|1752|1752|1752|1460|1617|1460
125|110199|3-BR|51%-60%|21|2130|2130|2130|1775|1775|1775
125|110199|3-BR|Super|1|2130|2130|2130|1775|1775|1775
125|110199|4-BR|51%-60%|5|2340|2340|2340|1950|1950|1950
125|110200|1-BR|51%-60%|3|1530|1530|1530|1275|1275|1275
125|110200|2-BR|51%-60%|20|1752|1752|1752|1460|1460|1460
125|110200|3-BR|51%-60%|15|2130|2130|2130|1775|1775|1775
125|110200|4-BR|51%-60%|5|2340|2340|2340|1950|1950|1950
125|110203|1-BR|51%-60%|3|1530|1530|1530|1275|1275|1275
125|110203|2-BR|51%-60%|20|1752|1752|1752|1460|1460|1460
125|110203|3-BR|51%-60%|15|2130|2130|2130|1775|1775|1775
125|110203|4-BR|51%-60%|5|2340|2340|2340|1950|1950|1950
125|110204|1-BR|51%-60%|3|1530|1530|1530|1275|1275|1275
125|110204|2-BR|51%-60%|20|1752|1752|1752|1460|1460|1460
125|110204|3-BR|51%-60%|14|2130|2130|2130|1775|1775|1775
125|110204|3-BR|Non-Restricted|1|2130|2130|2130|1966|1966|1966
125|110204|4-BR|51%-60%|5|2340|2340|2340|1950|1950|1950
124|29276|1-BR|51%-60%|6||||||
124|29276|1-BR|Non-Restricted|14||||||
124|29276|2-BR|51%-60%|11||||||
124|29276|2-BR|Non-Restricted|37||||||
124|29276|2-BR|Super|1||||||
124|29276|3-BR|Non-Restricted|20||||||
124|29276|4-BR|Non-Restricted|6||||||
124|29276|5-BR|Non-Restricted|2||||||
124|29276|Studio|51%-60%|5||||||
124|29276|Studio|Non-Restricted|5||||||
130|25262|1-BR|41%-50%|7||||1930|1930|1930
130|25262|2-BR|41%-50%|12||||2480|2480|2480
130|25262|3-BR|41%-50%|5||||3400|3400|3400
130|25262|4-BR|41%-50%|31||||3650|3650|3650
130|25262|Studio|41%-50%|3||||1590|1590|1590
130|25266|1-BR|41%-50%|8||||1930|1930|1930
130|25266|2-BR|41%-50%|6||||2480|2480|2480
130|25266|4-BR|41%-50%|20||||3650|3650|3650
130|25266|Studio|41%-50%|1||||1590|1590|1590
131|38590|1-BR|41%-50%|1||||1030|1030|1030
131|38590|2-BR|41%-50%|6||||1264|1264|1264
131|38590|3-BR|41%-50%|1||||1413|1413|1413
131|38590|4-BR|41%-50%|13||||1549|1549|1549
131|38592|1-BR|41%-50%|1||||1030|1030|1030
131|38592|2-BR|41%-50%|6||||1264|1264|1264
131|38592|3-BR|41%-50%|1||||1413|1413|1413
131|38592|4-BR|41%-50%|13||||1549|1549|1549
131|38597|1-BR|41%-50%|2||||1030|1030|1030
